X_m,Y_m,Z_m,Temperature_C
0.18803501,0.045881003,0,360.615747
0.19066906,0.031864003,0,375.531274
0.18500709,0.031687007,0,376.642053
0.18473434,0.031270013,0,377.506067
0.176651000000001,0.028114006,0,394.464807
0.17615509,0.028114006,0,395.427515
0.16020727,0.022409007,0,442.792688
0.16020727,0.022904009,0,442.408472
0.159522050000001,0.02851601,0,433.681177
0.15995121,0.028767005,0,432.397424
0.16020727,0.025382012,0,439.025964
0.16041421,0.026341006,0,436.26333
0.16068601,0.026754007,0,434.515283
0.12332725,0.015638009,0,567.169946
0.11536502,0.015638009,0,587.982568
0.0854520800000005,0.006328002,0,621.372278
0.0859260500000003,0.00619700599999998,0,623.896387
0.14837503,0.021947012,0,458.490442
0.16758537,0.043681011,0,362.583093
0.0138211200000002,0.00320001,0,690.329309
0.0143122600000005,0.00320001,0,685.660974
0.0216851199999999,0.00320001,0,635.680261
0.0280752099999999,0.00320001,0,619.101709
0.0275840700000005,0.00320001,0,619.526086
0.0461053800000002,0.003447011,0,693.337183
0.04233026,0.00320001,0,669.639734
0.0418381600000002,0.00320001,0,665.34939
0.0445094100000007,0.00160500399999999,0,721.253748
0.0443501400000006,0.00207000999999998,0,710.014612
0.0481100000000003,0.002305001,0,753.16995
0.0202112200000002,0.00320001,0,642.954736
0.0197191200000004,0.00320001,0,645.677332
0.0487222599999999,0.00490801099999999,0,636.779749
0.0487222599999999,0.00446501399999999,0,637.894006
0.0482950200000003,0.00446501399999999,0,639.260583
0.0324993100000004,0.00320001,0,621.602075
0.0320081700000001,0.00320001,0,620.76217
0.0310220700000006,0.005200014,0,618.548547
0.03152036,0.005200014,0,619.113
0.0623683900000005,0.00676800299999999,0,544.442407
0.0628600100000005,0.00676800299999999,0,543.61709
0.0696272800000006,0.00876700899999999,0,544.058923
0.0701251000000003,0.00876700899999999,0,545.030481
0.0746703100000001,0.00676700499999999,0,560.311853
0.0741782100000004,0.00676700499999999,0,558.188623
0.0697493500000004,0.00676800299999999,0,544.775354
0.0692572500000006,0.00676800299999999,0,543.905298
0.08834505,0.005777002,0,637.073999
0.0497980099999999,0,0,754.8926
0.0514712300000006,0.00130501399999999,0,754.91763
0.0514712300000006,0.000979006999999976,0,754.90139
0.0638442000000001,0.00676800299999999,0,542.331812
0.0633521000000004,0.00676800299999999,0,542.913721
0.0672893500000002,0.00676800299999999,0,541.641687
0.0340080199999999,0.005200014,0,624.096338
0.03749132,0.005200014,0,637.196863
0.0379891400000005,0.005200014,0,639.662561
0.0503430300000005,0.00789500799999998,0,602.372339
0.0148043600000003,0.00320001,0,681.211755
0.0165910700000005,0.005200014,0,665.388025
0.01005506,0.010382012,0,689.620386
0.00970505999999993,0.010382012,0,689.399133
0.0559711400000005,0.00676800299999999,0,566.555078
0.0554790500000006,0.00676800299999999,0,569.175806
0.0840129800000007,0.00665301099999999,0,613.372949
0.0805740300000002,0.00676700499999999,0,593.547205
0.0727009700000005,0.00676700499999999,0,552.584253
0.0722093500000005,0.00676700499999999,0,550.971216
0.0805101400000003,0.00934000299999999,0,594.839258
0.00935506000000075,0.008964002,0,692.191614
0.0535111400000003,0.00676800299999999,0,581.443811
0.0677809700000003,0.00676800299999999,0,542.025903
0.0569553300000001,0.00676800299999999,0,561.73446
0.00935506000000075,0.00943601199999999,0,690.847864
0.0831871,0.010655001,0,610.22561
0.0827503200000006,0.010416001,0,608.156763
0.09244203,0.00839801199999998,0,680.967371
0.09347438,0.015535012,0,620.120325
0.0974502500000005,0.015638009,0,623.33291
0.0984449300000003,0.015638009,0,625.518945
0.11237907,0.015638009,0,605.587976
0.11188221,0.015638009,0,609.059351
0.11586332,0.015638009,0,585.5823
0.11636018,0.015638009,0,583.335168
0.116858000000001,0.015638009,0,581.234277
0.10775423,0.012654007,0,656.499109
0.10790109,0.015638009,0,638.819727
0.10839796,0.015638009,0,635.658899
0.0963382700000004,0.010737002,0,622.75802
0.0958671500000001,0.010737002,0,622.689661
0.10448932,0.011348009,0,653.830286
0.17115926,0.03011401,0,405.335413
0.17165708,0.03011401,0,404.313318
0.17215538,0.03011401,0,403.3005
0.172652240000001,0.03011401,0,402.298242
0.17266941,0.039799005,0,362.224634
0.17316627,0.039799005,0,362.20083
0.17315006,0.03011401,0,401.301599
0.1641941,0.030082003,0,420.913599
0.16836023,0.040776,0,362.596765
0.16789102,0.04094401,0,362.672144
0.16871404,0.043881014,0,362.009912
0.1724863,0.054641009,0,356.192346
0.1724863,0.055129007,0,355.960107
0.17848634,0.057594002,0,353.517603
0.17848634,0.058080003,0,353.244043
0.17848634,0.064408005,0,350.098108
0.1724863,0.052201003,0,357.397607
0.1724863,0.052689001,0,357.153772
0.18758297,0.045881003,0,360.536096
0.187310210000001,0.041501001,0,363.594751
0.1875782,0.04191801,0,362.99624
0.17848634,0.048832,0,358.152612
0.17848634,0.048346013,0,358.382104
0.18877697,0.045740009,0,361.022791
0.18314218,0.038028002,0,366.245752
0.18277311,0.038362012,0,365.666162
0.185570240000001,0.028114006,0,378.44491
0.200785160000001,0.031846002,0,377.289758
0.189157000000001,0.034961,0,372.627405
0.188979140000001,0.035423011,0,372.087793
0.18400526,0.030600012,0,379.394067
0.18259716,0.028114006,0,382.951257
0.182101250000001,0.028114006,0,383.891565
0.191376200000001,0.031174004,0,375.937891
0.19749832,0.030766011,0,377.064844
0.20219326,0.029831007,0,377.312402
0.20171737,0.029695005,0,377.29696
0.18260526,0.030125007,0,382.695215
0.1830964,0.030203,0,381.554102
0.164264200000001,0.028114006,0,421.142908
0.16475915,0.028114006,0,419.844751
0.167178150000001,0.03011401,0,413.935815
0.16568613,0.03011401,0,417.396021
0.16518831,0.03011401,0,418.56936
0.17663335,0.03011401,0,394.487939
0.17713117,0.03011401,0,393.527429
0.17318296,0.028114006,0,401.277429
0.17268705,0.028114006,0,402.273889
0.17367839,0.028114006,0,400.289819
0.14314508,0.016901002,0,485.035547
0.12515211,0.013008014,0,568.487512
0.12470436,0.013188005,0,568.131311
0.120341300000001,0.015638009,0,570.655725
0.12233209,0.015638009,0,567.775232
0.122830390000001,0.015638009,0,567.40542
0.13278722,0.015504003,0,562.615442
0.133047100000001,0.013193012,0,595.721887
0.13675832,0.016080007,0,521.123376
0.13836526,0.011132002,0,624.374292
0.10222625,0.011205003,0,650.777795
0.13338899,0.016080007,0,548.253809
0.13294315,0.015943006,0,555.395837
0.13702631,0.011132002,0,624.775232
0.13762617,0.018915013,0,514.797205
0.14110899,0.018933013,0,494.146875
0.15195703,0.016915009,0,457.193445
0.15149307,0.016915009,0,457.586145
0.14205312,0.016080007,0,492.556726
0.14157199,0.016080007,0,494.111841
0.145926950000001,0.016915009,0,470.621667
0.15010213,0.016915009,0,459.461633
0.14963817,0.016915009,0,460.292566
0.14685535,0.016915009,0,467.351648
0.15242099,0.016915009,0,456.946375
0.00537633000000071,0,0,747.4938
0.00495195000000059,0,0,751.81594
0.000414370000000552,0.00202301199999999,0,752.01882
0,0.002449006,0,753.70486
0.00206613000000022,0.00201500999999998,0,747.42629
0.000827310000000026,0.00202301199999999,0,750.42672
0.00165319000000075,0.00202301199999999,0,748.16189
0.00245618000000025,0.001888007,0,747.251
0.0133290200000005,0.00320001,0,695.384546
0.0177531200000001,0.00320001,0,658.04928
0.01124334,0.000246003999999994,0,742.05355
0.0109443599999999,0,0,744.35513
0.0152950199999999,0.00320001,0,676.955103
0.0182452200000007,0.00320001,0,654.72738
0.0192279800000001,0.00320001,0,648.542688
0.0128402699999999,0.00316101299999999,0,701.105615
0.0113883000000001,0.001949013,0,725.673853
0.0112643200000004,0.001475007,0,731.31588
0.01124334,0.000492006999999989,0,740.47787
0.0383982600000001,0.00320001,0,642.83468
0.0379061700000003,0.00320001,0,640.265771
0.0413470199999999,0.00320001,0,661.52572
0.02955007,0.00320001,0,618.670068
0.0290579800000001,0.00320001,0,618.673486
0.0374150200000001,0.00320001,0,637.849268
0.0445489800000001,0.001116008,0,730.44357
0.0445489800000001,0.000624000999999985,0,736.79806
0.0458741100000006,0,0,751.80374
0.0466251300000007,0,0,755.02261
0.0481262200000003,0,0,756.62991
0.0736851600000001,0.00676700499999999,0,556.190088
0.0514712300000006,0.00065301399999998,0,754.85598
0.0504312499999999,0.00190500899999999,0,755.52432
0.0462493900000007,0,0,753.45742
0.0473752000000003,0,0,757.42739
0.0329914000000002,0.00320001,0,622.585168
0.0334820700000007,0.00320001,0,623.707727
0.0408553999999999,0.00320001,0,657.965479
0.0403642600000005,0.00320001,0,654.614954
0.0477032600000005,0.002305001,0,751.03787
0.0487561200000002,0.00534599999999999,0,632.263879
0.0364322600000007,0.00320001,0,633.449548
0.0359401699999999,0.00320001,0,631.465356
0.0359983399999999,0.005200014,0,630.697778
0.0470123200000003,0.00446501399999999,0,652.939783
0.0465850800000007,0.004464001,0,661.249475
0.03053331,0.00320001,0,619.084802
0.0285673100000006,0.00320001,0,618.817102
0.0251259800000003,0.00320001,0,623.765405
0.0246353100000007,0.00320001,0,625.036462
0.0105953200000002,0,0,746.26541
0.0266013100000002,0.00320001,0,620.797815
0.0230603199999999,0.005200014,0,629.086267
0.0250501600000002,0.005200014,0,622.985559
0.0255479800000007,0.005200014,0,621.8229
0.0508370400000002,0.005665005,0,604.642969
0.0658121100000004,0.00676800299999999,0,541.213281
0.0667963,0.00676800299999999,0,541.377832
0.0663042000000003,0.00676800299999999,0,541.235254
0.0717172600000007,0.00676700499999999,0,549.483728
0.0736083900000004,0.00876700899999999,0,555.369653
0.0741062100000001,0.00876700899999999,0,557.364221
0.0731930700000003,0.00676700499999999,0,554.323572
0.0815591800000002,0.00676700499999999,0,599.311365
0.08106613,0.00676700499999999,0,596.450464
0.0888371399999999,0.00576500599999999,0,640.318018
0.0893292400000005,0.00576500599999999,0,643.962183
0.0898213300000004,0.00576500599999999,0,648.053003
0.0932650500000003,0.00576500599999999,0,684.290002
0.0849771500000003,0.00645700099999999,0,618.777979
0.0844984000000002,0.00656700199999999,0,616.109399
0.0835251800000005,0.006715,0,610.593469
0.0903129500000004,0.00576500599999999,0,652.579736
0.0947422900000001,0.00576500599999999,0,700.526758
0.0795903200000003,0.00676700499999999,0,587.605005
0.0800819400000004,0.00676700499999999,0,590.595605
0.0702409700000004,0.00676700499999999,0,545.767664
0.0771303100000003,0.00676700499999999,0,572.830103
0.0766382200000004,0.00676700499999999,0,570.084314
0.0781140300000001,0.00676700499999999,0,578.602869
0.0755991900000001,0.00876700899999999,0,564.144983
0.0957260099999999,0.00665500799999999,0,711.00155
0.0957260099999999,0.00620999999999999,0,713.413721
0.0878543800000005,0.00581400099999999,0,634.156335
0.0925641000000006,0.010737002,0,623.415369
0.07122516,0.00676700499999999,0,548.121057
0.0790700900000001,0.00895200699999998,0,585.091638
0.05967521,0.00876800699999999,0,550.63241
0.0546979900000002,0.00876800699999999,0,572.871729
0.0551962800000005,0.00876800699999999,0,570.092615
0.0599083900000004,0.00676800299999999,0,550.412744
0.0594153400000001,0.00676800299999999,0,551.982996
0.05252838,0.00675000299999998,0,590.059351
0.0520873000000002,0.00654000099999999,0,595.331079
0.0556941000000002,0.00876800699999999,0,567.414026
0.0490679700000003,0.005641014,0,624.350183
0.0485920900000005,0.00695000599999998,0,621.540979
0.04902315,0.00719800599999998,0,615.836694
0.0459022500000001,0.00567100999999998,0,662.760034
0.0463733600000005,0.005832002,0,655.55752
0.04728698,0.00622500499999998,0,641.01272
0.0477271000000004,0.00645700099999999,0,634.26394
0.0481610300000002,0.00670200599999998,0,627.745874
0.0320172300000001,0.005200014,0,619.819971
0.0345053600000007,0.005200014,0,625.526025
0.0404772700000002,0.005200014,0,654.209741
0.04445123,0.005327002,0,675.052148
0.0478672900000001,0.00446501399999999,0,642.368616
0.0434632300000004,0.005217001,0,673.617273
0.0429654099999999,0.00520201099999998,0,671.021936
0.04329538,0.003056005,0,681.263696
0.0235571800000001,0.005200014,0,627.343713
0.0240550000000006,0.005200014,0,625.744165
0.0364961600000004,0.005200014,0,632.71731
0.0399789799999999,0.005200014,0,651.007227
0.0394821100000007,0.005200014,0,647.952051
0.0265431400000002,0.005200014,0,619.93374
0.0290312699999999,0.005200014,0,617.728723
0.0170879300000006,0.005200014,0,661.681909
0.0160932499999999,0.005200014,0,669.25802
0.0185813900000005,0.005200014,0,651.481592
0.0190792000000002,0.005200014,0,648.387781
0.0195760700000003,0.005200014,0,645.452539
0.0245532900000001,0.005200014,0,624.290796
0.0155949500000006,0.005200014,0,673.284937
0.000173090000000542,0.00517800499999999,0,747.94021
0.0114540999999999,0.010133013,0,689.369531
0.0116119299999999,0.00642099999999998,0,702.783044
0.01186227,0.00599001399999999,0,703.584436
0.0114540999999999,0.010382012,0,689.003076
0.0150980900000004,0.005200014,0,677.458887
0.000713339999999896,0.00552301099999999,0,746.48831
0.00034523000000064,0.00535000899999999,0,747.39358
0.00385999000000048,0.00603701199999998,0,736.28927
0.00360535999999989,0.00573800499999999,0,738.0939
0.00325393000000052,0.005559013,0,739.96011
0.01147937,0.00689901399999998,0,700.774805
0.0126333199999999,0.00537601099999999,0,699.963098
0.0131082500000002,0.00523000999999998,0,695.788843
0.00397825000000029,0.006411001,0,735.0386
0.00656604000000005,0.00586600599999998,0,729.57363
0.0581822400000007,0.00876800699999999,0,555.948206
0.0586791,0.00876800699999999,0,554.049646
0.0611681900000001,0.00876800699999999,0,546.47323
0.0641531900000007,0.00876800699999999,0,541.546533
0.0636563300000006,0.00876800699999999,0,542.056726
0.0671391400000001,0.00876700899999999,0,541.068079
0.0666422799999999,0.00876700899999999,0,540.840479
0.0910530000000005,0.00839801199999998,0,655.161584
0.0912971499999999,0.00576500599999999,0,662.718103
0.0907273200000001,0.00867100099999998,0,646.019861
0.0957260099999999,0.00710000099999999,0,708.670374
0.0760970100000007,0.00876700899999999,0,566.683618
0.0933322900000002,0.00839801199999998,0,688.205835
0.0928874000000004,0.00839801199999998,0,684.917627
0.0706233900000006,0.00876700899999999,0,546.127527
0.0780863700000003,0.00881201099999998,0,578.496118
0.0512709600000001,0.00825300799999998,0,595.072107
0.0591773900000003,0.00876800699999999,0,552.275659
0.0571870800000003,0.00876800699999999,0,560.138696
0.0537042599999999,0.00874000799999999,0,578.662134
0.0532083500000002,0.008694008,0,581.709985
0.0542011200000001,0.00876200199999999,0,575.727197
0.00398634999999992,0.008018002,0,731.55313
0.00398634999999992,0.007715002,0,733.5704
0.00608635000000035,0.00701901299999999,0,730.16848
0.00935506000000075,0.007073,0,700.917688
0.00398634999999992,0.00870001299999998,0,727.99905
0.00573635000000028,0.00938201,0,726.179834
0.00608635000000035,0.00914500699999998,0,726.07937
0.00503635000000013,0.00938201,0,726.800928
0.0907263700000005,0.00961500399999998,0,635.062097
0.0907263700000005,0.00914300999999998,0,639.352441
0.08362436,0.010893002,0,612.134424
0.0871191000000007,0.01279901,0,621.361108
0.0866823200000004,0.01256001,0,620.838525
0.0875563600000007,0.013037011,0,621.701807
0.0907502100000004,0.010555014,0,628.217493
0.0907263700000005,0.010087014,0,631.590723
0.0901789600000003,0.014464006,0,621.070886
0.0906233700000003,0.014688,0,620.804285
0.0897412300000004,0.014228002,0,621.348901
0.10441732,0.015638009,0,645.356042
0.10391902,0.015638009,0,644.427209
0.0944652500000007,0.015627012,0,620.355066
0.0982260699999999,0.011674002,0,623.083887
0.0911493300000004,0.010737002,0,625.958093
0.0916199600000001,0.010737002,0,624.668848
0.0944509500000006,0.010737002,0,622.631799
0.0988202100000004,0.013638005,0,627.008508
0.10192918,0.015638009,0,638.141199
0.10143137,0.015638009,0,636.145532
0.10342216,0.015638009,0,643.207788
0.10292434,0.015638009,0,641.726953
0.10116338,0.013638005,0,636.789331
0.100694180000001,0.013638005,0,634.478174
0.0989432300000006,0.015638009,0,626.910791
0.0969533900000004,0.015638009,0,622.518213
0.0999383900000002,0.015638009,0,630.245264
0.100436210000001,0.015638009,0,632.134546
0.10093402,0.015638009,0,634.122034
0.1724863,0.064401001,0,353.022119
0.10939312,0.015638009,0,628.243066
0.11138439,0.015638009,0,612.687708
0.112877360000001,0.015638009,0,602.26394
0.11337518,0.015638009,0,599.095605
0.11486721,0.015638009,0,590.53219
0.11387205,0.015638009,0,596.08877
0.119843960000001,0.015638009,0,571.730615
0.123825070000001,0.015638009,0,567.060144
0.12679815,0.015833006,0,567.973474
0.127283090000001,0.015940011,0,568.042993
0.13178014,0.018029005,0,552.275171
0.13483333,0.016080007,0,534.548181
0.13464307,0.018836007,0,533.151208
0.135138980000001,0.018884003,0,530.095972
0.13435125,0.016080007,0,538.433252
0.12083911,0.015638009,0,569.721948
0.124321930000001,0.015638009,0,567.067224
0.12482023,0.015638009,0,567.176477
0.118848320000001,0.015638009,0,574.317529
0.132791040000001,0.013578013,0,586.393213
0.13278722,0.01502201,0,568.493066
0.125318050000001,0.015651003,0,567.359705
0.12560033,0.012827009,0,568.953271
0.115125170000001,0.013638005,0,589.802209
0.12236404,0.013638005,0,568.316492
0.122847080000001,0.013638005,0,567.978845
0.11464214,0.013638005,0,592.353967
0.12332916,0.013620004,0,567.788904
0.11174631,0.013638005,0,610.747522
0.112712380000001,0.013638005,0,604.007776
0.11319398,0.013638005,0,600.875513
0.10886001,0.01354,0,637.027124
0.111264220000001,0.013638005,0,614.355127
0.1044774,0.011043012,0,653.11239
0.1044774,0.010737002,0,652.912256
0.11367702,0.013638005,0,597.886255
0.11705493,0.013638005,0,581.034021
0.10410213,0.010737002,0,652.715967
0.10206604,0.013504014,0,643.166956
0.1002264,0.013638005,0,632.433069
0.0952343899999999,0.00576500599999999,0,706.841821
0.102976320000001,0.010737002,0,651.301233
0.105224130000001,0.011737004,0,664.219446
0.12694311,0.012287006,0,571.030725
0.126495360000001,0.012467012,0,570.214258
0.13345432,0.011132002,0,618.457788
0.13252496,0.011132002,0,601.40957
0.13156032,0.011132002,0,590.248193
0.12918138,0.011385009,0,577.486719
0.12873411,0.011566013,0,575.875818
0.16695404,0.041280002,0,362.829553
0.1632061,0.029959008,0,423.327173
0.163698190000001,0.030033008,0,422.105432
0.16648626,0.04222101,0,362.839258
0.167423240000001,0.041112006,0,362.751367
0.169297210000001,0.040440008,0,362.470483
0.16882801,0.040608004,0,362.528955
0.17366409,0.039799005,0,362.185999
0.176152220000001,0.039799005,0,362.279016
0.17565441,0.039799005,0,362.235498
0.17714738,0.039799005,0,362.40835
0.17665004,0.039799005,0,362.336511
0.1724863,0.046833009,0,360.082056
0.1724863,0.046345011,0,360.291956
0.1724863,0.047809005,0,359.635706
0.1724863,0.048297003,0,359.403772
0.1724863,0.048785001,0,359.166528
0.16648626,0.043381006,0,362.859033
0.16648626,0.042994008,0,362.831628
0.16990232,0.043881014,0,361.680383
0.17148637,0.043881014,0,361.460046
0.171090120000001,0.043881014,0,361.463525
0.1724863,0.053177014,0,356.910913
0.1724863,0.054153011,0,356.428613
0.1724863,0.059033007,0,354.337061
0.1724863,0.059521005,0,354.166528
0.1724863,0.060009003,0,354.003442
0.1724863,0.060497001,0,353.847925
0.1724863,0.066352994,0,352.937952
0.1724863,0.06586501,0,352.937097
0.1724863,0.065376997,0,352.950647
0.175486080000001,0.06684202,0,351.768213
0.1724863,0.062937022,0,353.239282
0.17677211,0.06684202,0,351.016504
0.1724863,0.051713005,0,357.64541
0.17848634,0.047859013,0,358.620386
0.17848634,0.053213001,0,355.908655
0.17848634,0.052726001,0,356.171472
0.178833,0.046124012,0,360.617273
0.17848634,0.047372014,0,358.919092
0.18093013,0.045881003,0,361.674829
0.17848634,0.051753,0,356.686304
0.17848634,0.056620002,0,354.0599
0.17848634,0.057107002,0,353.790918
0.17848634,0.049806014,0,357.683496
0.17848634,0.049319014,0,357.920374
0.17848634,0.0537,0,355.641931
0.17848634,0.055647001,0,354.582056
0.17848634,0.055160001,0,354.840723
0.17848634,0.054186002,0,355.372827
0.17848634,0.062948019,0,350.704431
0.17848634,0.062461004,0,350.936121
0.17848634,0.064895004,0,349.941064
0.17848634,0.06635502,0,349.673608
0.17848634,0.060027004,0,352.180078
0.18006801,0.045881003,0,361.482385
0.17963695,0.045881003,0,361.302576
0.179209230000001,0.04592,0,361.025232
0.184420100000001,0.045881003,0,360.389673
0.18396902,0.045881003,0,360.458337
0.1871314,0.045881003,0,360.489221
0.18913221,0.045317009,0,361.295007
0.18889522,0.045599014,0,361.119958
0.189841270000001,0.043373004,0,361.820581
0.189841270000001,0.043739006,0,361.753442
0.18712234,0.040538013,0,365.057764
0.18934631,0.042641014,0,361.912439
0.18793916,0.042257011,0,362.524866
0.17814302,0.039799005,0,362.601282
0.177645200000001,0.039799005,0,362.495996
0.17913723,0.039786011,0,362.881738
0.180125230000001,0.039669007,0,363.302026
0.18060541,0.039541006,0,363.573633
0.18107509,0.039378003,0,363.88717
0.18968915,0.033573002,0,374.086328
0.184048170000001,0.036847011,0,368.270105
0.183781140000001,0.037266001,0,367.565454
0.18520593,0.032142014,0,375.803003
0.19100618,0.031503007,0,375.755823
0.19654607,0.030492008,0,376.966638
0.191784380000001,0.030891002,0,376.086084
0.190360060000001,0.032251001,0,375.251978
0.188801280000001,0.035886005,0,371.525842
0.19940328,0.031312004,0,377.213892
0.19987917,0.031449005,0,377.242822
0.201721190000001,0.032072008,0,377.314111
0.2022171,0.03207101,0,377.323083
0.19933509,0.02901201,0,377.16781
0.19845104,0.031039,0,377.146509
0.1979742,0.030902013,0,377.107507
0.20124006,0.029558003,0,377.278101
0.19606924,0.030356005,0,376.909021
0.19510412,0.030138001,0,376.768335
0.194609160000001,0.03011401,0,376.687097
0.195592400000001,0.030223012,0,376.843225
0.20266914,0.029968009,0,377.324487
0.19838333,0.028739006,0,377.092188
0.19885921,0.028875009,0,377.131616
0.199810980000001,0.029149011,0,377.200647
0.20028829,0.029285014,0,377.230005
0.20076417,0.029422,0,377.255823
0.19547939,0.028137014,0,376.798303
0.195971960000001,0.028183014,0,376.855188
0.197906010000001,0.028602004,0,377.049707
0.19498395,0.028116003,0,376.737268
0.19151496,0.028114006,0,376.297754
0.192506310000001,0.028114006,0,376.398889
0.19300222,0.028114006,0,376.463159
0.18953323,0.028114006,0,376.323938
0.18903827,0.028114006,0,376.407373
0.1905241,0.028114006,0,376.260461
0.19002914,0.028114006,0,376.27688
0.18656015,0.028114006,0,377.547571
0.18854236,0.028114006,0,376.53219
0.175660130000001,0.028114006,0,396.390894
0.157948970000001,0.017454014,0,443.939722
0.1781373,0.028114006,0,391.588586
0.18160629,0.028114006,0,384.847375
0.17863321,0.028114006,0,390.628748
0.18755102,0.028114006,0,376.925134
0.1880474,0.028114006,0,376.702783
0.183567040000001,0.030363009,0,380.446313
0.17464304,0.03011401,0,398.352808
0.17219209,0.028114006,0,403.275964
0.171696180000001,0.028114006,0,404.288477
0.174174300000001,0.028114006,0,399.30636
0.174145220000001,0.03011401,0,399.33053
0.16971397,0.028114006,0,408.434045
0.16271925,0.029858008,0,424.579065
0.16083622,0.029222012,0,429.805688
0.162784100000001,0.028040007,0,425.850183
0.16223716,0.029732004,0,425.871606
0.17021036,0.028114006,0,407.380029
0.16921901,0.028114006,0,409.498315
0.15866422,0.028011009,0,436.091638
0.159093380000001,0.028263003,0,434.922937
0.15480613,0.025737003,0,443.982141
0.15566301,0.026242003,0,442.425439
0.15609216,0.02649501,0,441.638208
0.16147518,0.027345002,0,430.98092
0.16190099,0.02759701,0,429.354944
0.16232824,0.027848006,0,427.665918
0.17764234,0.028114006,0,392.546106
0.17516422,0.028114006,0,397.359644
0.143608090000001,0.016915009,0,481.814233
0.14453601,0.016915009,0,476.679102
0.14407205,0.016915009,0,479.093164
0.147089,0.021189004,0,462.39718
0.146660320000001,0.020937011,0,463.868311
0.136133190000001,0.018915013,0,523.992212
0.13663101,0.018915013,0,520.917078
0.13812398,0.018915013,0,511.786584
0.14209795,0.019046009,0,487.993799
0.15051794,0.023210004,0,452.948999
0.150947090000001,0.023463011,0,451.927942
0.13415098,0.018763006,0,536.27041
0.13833093,0.013129011,0,623.377649
0.13390111,0.011132002,0,621.198755
0.13737011,0.013132006,0,622.953088
0.13434696,0.011132002,0,622.675806
0.13791894,0.011132002,0,624.519739
0.137472150000001,0.011132002,0,624.663721
0.134794230000001,0.011132002,0,623.600183
0.136407370000001,0.013132006,0,621.797632
0.13925838,0.011132002,0,624.101831
0.13970518,0.011132002,0,623.984216
0.13881206,0.011132002,0,624.232813
0.13923502,0.01279001,0,623.57937
0.140818110000001,0.012214005,0,623.546716
0.14104414,0.012132004,0,623.517297
0.14109039,0.016080007,0,496.223108
0.142721170000001,0.016723007,0,488.438196
0.14104414,0.011882007,0,623.557825
0.14546394,0.016915009,0,472.471033
0.144999980000001,0.016915009,0,474.485803
0.14824724,0.016915009,0,463.358301
0.14917421,0.016915009,0,461.218774
0.157196040000001,0.017917008,0,443.969995
0.1475172,0.021442011,0,461.02218
0.147946350000001,0.021695003,0,459.724451
0.15009021,0.022958011,0,453.993188
0.149661060000001,0.022705004,0,455.06759
0.14923238,0.022452012,0,456.171411
0.15137624,0.023716003,0,450.933984
0.15384626,0.019871012,0,450.15957
0.15338325,0.019871012,0,451.555933
0.153948300000001,0.025232002,0,445.574243
0.15437698,0.025484011,0,444.770837
0.15430831,0.019871012,0,449.091272
0.16020727,0.019932002,0,443.761804
0.1687231,0.028114006,0,410.577966
0.15569639,0.019871012,0,446.661218
0.1561594,0.019871012,0,445.994958
0.15477132,0.019871012,0,448.182031
0.14104414,0.011382014,0,623.65188
0.14104414,0.011132002,0,623.703577
0.14082098,0.011132002,0,623.746057
0.00415324999999989,0,0,757.20632
0.00335407000000032,0,0,759.56289
0.0029539999999999,0,0,760.00991
0.0029539999999999,0.00041401399999999,0,756.15688
0.00375318000000036,0,0,758.54849
0.00455235999999992,0,0,755.45876
