edge_name,edge_point_id,X_m,Y_m,Z_m,Temperature_C,node_id,chainage,distance_to_ref
Bottom,0,0.0,0.0020230119999999,0,754.0751,2790,0.0,0.0
Bottom,1,0.0004143700000005,0.0020230119999999,0,752.01882,1022,0.0004143700000005,0.0
Bottom,2,0.00082731,0.0020230119999999,0,750.42672,1034,0.00082731,0.0
Bottom,3,0.0012402500000003,0.0020230119999999,0,749.16525,2789,0.0012402500000003,0.0
Bottom,4,0.0016531900000007,0.0020230119999999,0,748.16189,1036,0.0016531900000007,0.0
Bottom,5,0.0020661300000002,0.0020150099999999,0,747.42629,1029,0.0020662075245727056,0.0
Bottom,6,0.0024561800000002,0.001888007,0,747.251,1051,0.0024764132833194285,0.0
Bottom,7,0.0027623100000004,0.001613006,0,748.09536,2788,0.0028879240692061686,0.0
Bottom,8,0.0029320699999999,0.0012380039999999,0,750.10269,2781,0.0032995609936965565,0.0
Bottom,9,0.0029539999999999,0.0008269999999999,0,752.89016,2787,0.0037111496389675355,0.0
Bottom,10,0.0029539999999999,0.0004140139999999,0,756.15688,2760,0.004124135638967535,0.0
Bottom,11,0.0029539999999999,0.0,0,760.00991,2759,0.004538149638967435,0.0
Bottom,12,0.0033540700000003,0.0,0,759.56289,2758,0.004938219638967836,0.0
Bottom,13,0.0037531800000003,0.0,0,758.54849,2762,0.005337329638967836,0.0
Bottom,14,0.0041532499999998,0.0,0,757.20632,2755,0.005737399638967336,0.0
Bottom,15,0.0045523599999999,0.0,0,755.45876,2766,0.006136509638967436,0.0
Bottom,16,0.0049519500000005,0.0,0,751.81594,1008,0.006536099638968036,0.0
Bottom,17,0.0053763300000007,0.0,0,747.4938,998,0.006960479638968236,0.0
Bottom,18,0.0058012000000005,0.0,0,744.80056,2768,0.007385349638968036,0.0
Bottom,19,0.0062250999999999,0.0,0,742.803,2775,0.007809249638967436,0.0
Bottom,20,0.0066499700000006,0.0,0,741.2593,2776,0.008234119638968137,0.0
Bottom,21,0.0070743499999999,0.0,0,740.10916,2770,0.008658499638967438,0.0
Bottom,22,0.0074992100000006,0.0,0,739.33608,2773,0.009083359638968138,0.0
Bottom,23,0.00792312,0.0,0,739.00472,67,0.009507269638967537,0.0
Bottom,24,0.0083479799999999,0.0,0,739.24154,2774,0.009932129638967438,0.0
Bottom,25,0.0087723699999999,0.0,0,740.37332,2849,0.010356519638967436,0.0
Bottom,26,0.0091972300000007,0.0,0,743.5527,2848,0.010781379638968237,0.0
Bottom,27,0.0095462800000003,0.0,0,746.33285,2851,0.011130429638967838,0.0
Bottom,28,0.0098962700000004,0.0,0,746.80044,2850,0.011480419638967936,0.0
Bottom,29,0.0102453200000001,0.0,0,746.70248,2852,0.011829469638967636,0.0
Bottom,30,0.0105953200000002,0.0,0,746.26541,1209,0.012179469638967736,0.0
Bottom,31,0.0109443599999999,0.0,0,744.35513,1073,0.012528509638967436,0.0
Bottom,32,0.01124334,0.0,0,742.94235,2853,0.012759381184012134,0.0001899648887529905
Bottom,33,0.01124334,0.0002460039999999,0,742.05355,1072,0.012915687903357382,0.0
Bottom,34,0.01124334,0.0004920069999999,0,740.47787,1103,0.013161690903357382,0.0
Bottom,35,0.01124334,0.0009829999999999,0,736.28695,2844,0.013652683903357382,0.0
Bottom,36,0.0112643200000004,0.001475007,0,731.31588,1102,0.014145138011319856,0.0
Bottom,37,0.0113883000000001,0.001949013,0,725.673853,1101,0.014635089772655527,0.0
Bottom,38,0.0116271900000005,0.0023780019999999,0,719.642908,2846,0.015126109114658575,0.0
Bottom,39,0.01196193,0.0027360029999999,0,713.45553,2843,0.015616227042917341,0.0
Bottom,40,0.0123753500000001,0.003002003,0,707.175867,2807,0.01610782860556756,0.0
Bottom,41,0.0128402699999999,0.0031610129999999,0,701.105615,1083,0.016599188744874545,0.0
Bottom,42,0.0133290200000005,0.00320001,0,695.384546,1060,0.01708949204744306,0.0
Bottom,43,0.0138211200000002,0.00320001,0,690.329309,300,0.01758159204744276,0.0
Bottom,44,0.0143122600000005,0.00320001,0,685.660974,301,0.01807273204744306,0.0
Bottom,45,0.0148043600000003,0.00320001,0,681.211755,429,0.01856483204744286,0.0
Bottom,46,0.0152950199999999,0.00320001,0,676.955103,1075,0.01905549204744246,0.0
Bottom,47,0.0157871200000006,0.00320001,0,672.856348,2812,0.019547592047443156,0.0
Bottom,48,0.01627826,0.00320001,0,668.925562,2809,0.020038732047442557,0.0
Bottom,49,0.0167703600000007,0.00320001,0,665.143457,2810,0.020530832047443257,0.0
Bottom,50,0.0172619800000007,0.00320001,0,661.516199,2811,0.021022452047443258,0.0
Bottom,51,0.0177531200000001,0.00320001,0,658.04928,1069,0.02151359204744266,0.0
Bottom,52,0.0182452200000007,0.00320001,0,654.72738,1076,0.022005692047443258,0.0
Bottom,53,0.0187363600000001,0.00320001,0,651.563135,2825,0.02249683204744266,0.0
Bottom,54,0.0192279800000001,0.00320001,0,648.542688,1079,0.022988452047442657,0.0
Bottom,55,0.0197191200000004,0.00320001,0,645.677332,328,0.023479592047442956,0.0
Bottom,56,0.0202112200000002,0.00320001,0,642.954736,327,0.023971692047442757,0.0
Bottom,57,0.0207023600000005,0.00320001,0,640.385095,2838,0.024462832047443057,0.0
Bottom,58,0.0211939800000005,0.00320001,0,637.957178,2839,0.02495445204744306,0.0
Bottom,59,0.0216851199999999,0.00320001,0,635.680261,302,0.02544559204744246,0.0
Bottom,60,0.0221772100000006,0.00320001,0,633.544336,58,0.025937682047443157,0.0
Bottom,61,0.0226683599999999,0.00320001,0,631.557458,57,0.02642883204744246,0.0
Bottom,62,0.02315998,0.00320001,0,629.710962,2840,0.026920452047442558,0.0
Bottom,63,0.0236520700000007,0.00320001,0,628.008508,2842,0.02741254204744326,0.0
Bottom,64,0.0241432100000001,0.00320001,0,626.4526,2841,0.027903682047442657,0.0
Bottom,65,0.0246353100000007,0.00320001,0,625.036462,1208,0.02839578204744326,0.0
Bottom,66,0.0251259800000003,0.00320001,0,623.765405,1207,0.02888645204744286,0.0
Bottom,67,0.0256180700000002,0.00320001,0,622.633875,2928,0.02937854204744276,0.0
Bottom,68,0.0261092100000004,0.00320001,0,621.646082,2859,0.029869682047442957,0.0
Bottom,69,0.0266013100000002,0.00320001,0,620.797815,1212,0.03036178204744276,0.0
Bottom,70,0.0270919800000007,0.00320001,0,620.092188,97,0.030852452047443257,0.0
Bottom,71,0.0275840700000005,0.00320001,0,619.526086,309,0.03134454204744305,0.0
Bottom,72,0.0280752099999999,0.00320001,0,619.101709,308,0.03183568204744246,0.0
Bottom,73,0.0285673100000006,0.00320001,0,618.817102,1194,0.03232778204744316,0.0
Bottom,74,0.0290579800000001,0.00320001,0,618.673486,1108,0.03281845204744266,0.0
Bottom,75,0.02955007,0.00320001,0,618.670068,1107,0.03331054204744256,0.0
Bottom,76,0.0300421700000006,0.00320001,0,618.807397,2926,0.03380264204744316,0.0
Bottom,77,0.03053331,0.00320001,0,619.084802,1190,0.03429378204744256,0.0
Bottom,78,0.0310254100000007,0.00320001,0,619.503442,2922,0.03478588204744326,0.0
Bottom,79,0.0315160700000003,0.00320001,0,620.061731,2923,0.03527654204744286,0.0
Bottom,80,0.0320081700000001,0.00320001,0,620.76217,339,0.035768642047442664,0.0
Bottom,81,0.0324993100000004,0.00320001,0,621.602075,338,0.036259782047442964,0.0
Bottom,82,0.0329914000000002,0.00320001,0,622.585168,1160,0.03675187204744276,0.0
Bottom,83,0.0334820700000007,0.00320001,0,623.707727,1162,0.03724254204744326,0.0
Bottom,84,0.0339741700000005,0.00320001,0,624.974695,2921,0.03773464204744306,0.0
Bottom,85,0.0344653100000007,0.00320001,0,626.38125,2919,0.038225782047443264,0.0
Bottom,86,0.0349574000000006,0.00320001,0,627.933557,2920,0.03871787204744317,0.0
Bottom,87,0.0354480700000002,0.00320001,0,629.625818,2895,0.039208542047442764,0.0
Bottom,88,0.0359401699999999,0.00320001,0,631.465356,1180,0.03970064204744247,0.0
Bottom,89,0.0364322600000007,0.00320001,0,633.449548,1179,0.040192732047443266,0.0
Bottom,90,0.0369234000000001,0.00320001,0,635.574365,2860,0.040683872047442664,0.0
Bottom,91,0.0374150200000001,0.00320001,0,637.849268,1112,0.04117549204744266,0.0
Bottom,92,0.0379061700000003,0.00320001,0,640.265771,1105,0.041666642047442866,0.0
Bottom,93,0.0383982600000001,0.00320001,0,642.83468,1104,0.042158732047442665,0.0
Bottom,94,0.0388894000000004,0.00320001,0,645.546777,2896,0.042649872047442965,0.0
Bottom,95,0.0393810200000004,0.00320001,0,648.415186,2898,0.04314149204744296,0.0
Bottom,96,0.0398721700000007,0.00320001,0,651.431604,2899,0.043632642047443264,0.0
Bottom,97,0.0403642600000005,0.00320001,0,654.614954,1166,0.04412473204744306,0.0
Bottom,98,0.0408553999999999,0.00320001,0,657.965479,1165,0.04461587204744247,0.0
Bottom,99,0.0413470199999999,0.00320001,0,661.52572,1106,0.045107492047442466,0.0
Bottom,100,0.0418381600000002,0.00320001,0,665.34939,317,0.045598632047442765,0.0
Bottom,101,0.04233026,0.00320001,0,669.639734,316,0.046090732047442566,0.0
Bottom,102,0.0428214000000002,0.0031800119999999,0,674.812158,2858,0.04658227901325987,0.0
Bottom,103,0.04329538,0.003056005,0,681.263696,1390,0.04707221245409524,0.0
Bottom,104,0.0437250100000002,0.0028180039999999,0,689.051782,2866,0.04756336051008368,0.0
Bottom,105,0.0440840700000003,0.0024830109999999,0,698.773767,2864,0.048054425061491206,0.0
Bottom,106,0.0443501400000006,0.0020700099999999,0,710.014612,319,0.04854571221876398,0.0
Bottom,107,0.0445094100000007,0.0016050039999999,0,721.253748,318,0.0490372379179253,0.0
Bottom,108,0.0445489800000001,0.001116008,0,730.44357,1116,0.04952783232567559,0.0
Bottom,109,0.0445489800000001,0.0006240009999999,0,736.79806,1122,0.05001983932567569,0.0
Bottom,110,0.0446782100000007,0.0001650009999999,0,740.54391,2854,0.05049668457615026,0.0
Bottom,111,0.0451231000000005,0.0,0,745.91714,70,0.05097118688605064,0.0
Bottom,112,0.0454993200000002,0.0,0,749.79995,69,0.051347406886050335,0.0
Bottom,113,0.0458741100000006,0.0,0,751.80374,1124,0.05172219688605074,0.0
Bottom,114,0.0462493900000007,0.0,0,753.45742,1148,0.05209747688605084,0.0
Bottom,115,0.0466251300000007,0.0,0,755.02261,1127,0.05247321688605084,0.0
Bottom,116,0.0470003999999999,0.0,0,756.45217,2875,0.05284848688605004,0.0
Bottom,117,0.0473752000000003,0.0,0,757.42739,1150,0.053223286886050436,0.0
Bottom,118,0.0477499900000007,0.0,0,757.75283,2872,0.05359807688605084,0.0
Bottom,119,0.0481262200000003,0.0,0,756.62991,1129,0.05397430688605044,0.0
Bottom,120,0.0485443999999999,0.0,0,755.24075,2876,0.054392486886050036,0.0
Bottom,121,0.0489621100000006,0.0,0,754.91763,2879,0.05481019688605074,0.0
Bottom,122,0.0493803000000002,0.0,0,754.87441,2880,0.05522838688605034,0.0
Bottom,123,0.0497980099999999,0.0,0,754.8926,395,0.05564609688605004,0.0
Bottom,124,0.0502161900000004,0.0,0,754.8948,73,0.05606427688605054,0.0
Bottom,125,0.05063438,0.0,0,754.86599,2881,0.05648246688605014,0.0
Bottom,126,0.0510520900000007,0.0,0,754.81436,2882,0.05690017688605084,0.0
Bottom,127,0.0514712300000006,0.0,0,754.75149,2886,0.05731931688605074,0.0
Bottom,128,0.0514712300000006,0.0003260079999999,0,754.80398,2883,0.05764532488605064,0.0
Bottom,129,0.0514712300000006,0.0006530139999999,0,754.85598,1139,0.05797233088605064,0.0
