edge_name,edge_point_id,X_m,Y_m,Z_m,Temperature_C,node_id,chainage,distance_to_ref
Top,0,0.17848634,0.06684202,0,349.676172,3519,0.0,0.0
Top,1,0.178057190000001,0.06684202,0,350.056543,3516,0.00042914999999899006,0.0
Top,2,0.177628990000001,0.06684202,0,350.404993,3465,0.0008573499999989798,0.0
Top,3,0.17720031,0.06684202,0,350.723901,3463,0.0012860299999999936,0.0
Top,4,0.17677211,0.06684202,0,351.016504,2074,0.0017142299999999833,0.0
Top,5,0.17634296,0.06684202,0,351.287378,3460,0.0021433800000000003,0.0
Top,6,0.17591524,0.06684202,0,351.537012,3461,0.002571099999999993,0.0
Top,7,0.175486080000001,0.06684202,0,351.768213,2053,0.0030002599999990054,0.0
Top,8,0.17505741,0.06684202,0,351.98208,3459,0.0034289299999999967,0.0
Top,9,0.17462921,0.06684202,0,352.179529,3458,0.0038571299999999864,0.0
Top,10,0.17420005,0.06684202,0,352.362146,3454,0.004286289999999998,0.0
Top,11,0.17377233,0.06684202,0,352.530176,3453,0.004714009999999991,0.0
Top,12,0.173343180000001,0.06684202,0,352.6849,3452,0.005143159999998981,0.0
Top,13,0.172914980000001,0.06684202,0,352.825891,3448,0.005571359999998998,0.0
Top,14,0.1724863,0.06684202,0,352.954553,3449,0.006000039999999984,0.0
Top,15,0.1724863,0.066352994,0,352.937952,2038,0.006489065999999988,0.0
Top,16,0.1724863,0.06586501,0,352.937097,2040,0.006977049999999985,0.0
Top,17,0.1724863,0.065376997,0,352.950647,2046,0.00746506299999998,0.0
Top,18,0.1724863,0.064889014,0,352.978967,3447,0.007953045999999991,0.0
Top,19,0.1724863,0.064401001,0,353.022119,1688,0.008441058999999987,0.0
Top,20,0.1724863,0.063913018,0,353.080408,3446,0.008929041999999984,0.0
Top,21,0.1724863,0.063425005,0,353.153101,3441,0.00941705499999998,0.0
Top,22,0.1724863,0.062937022,0,353.239282,2058,0.009905037999999991,0.0
Top,23,0.1724863,0.062449009,0,353.338037,3440,0.010393050999999986,0.0
Top,24,0.1724863,0.06196101,0,353.447412,3442,0.01088104999999999,0.0
Top,25,0.1724863,0.061473012,0,353.567834,3443,0.011369047999999986,0.0
