node_id,X_m,Y_m,Z_m,Temperature_C
436,0.0165910700000005,0.005200014,0.0,665.39
437,0.0194392200000006,0.003697008,0.0,647.16
438,0.0021033200000006,0.003640011,0.0,743.84
439,0.0014071400000004,0.003468007,0.0,745.47
440,0.0014719900000006,0.0041070139999999,0.0,744.52
441,0.0058441099999999,0.002388001,0.0,737.74
442,0.0055031699999998,0.0015760069999999,0.0,741.51
443,0.0048780400000003,0.0021190049999999,0.0,741.61
444,0.0038981400000004,0.000364006,0.0,754.77
445,0.00387716,0.0008850099999999,0.0,750.84
446,0.0042891499999999,0.0004370069999999,0.0,752.7
447,0.01087141,0.007022009,0.0,700.64
448,0.0104084000000002,0.0064400139999999,0.0,704.1
449,0.0104732500000004,0.005145014,0.0,709.91
450,0.0108313500000001,0.0045360029999999,0.0,710.75
451,0.0099864000000007,0.0044290129999999,0.0,715.27
452,0.0049829400000005,0.0086170139999999,0.0,728.23
453,0.0051422100000007,0.0081100019999999,0.0,729.24
454,0.00468826,0.0083310009999999,0.0,729.23
455,0.01005506,0.010382012,0.0,689.62
456,0.0098972299999999,0.010115013,0.0,689.94
457,0.0097050599999999,0.010382012,0.0,689.4
458,0.0559711400000005,0.0067680029999999,0.0,566.56
459,0.0554790500000006,0.0067680029999999,0.0,569.18
460,0.0557503700000002,0.0072890079999999,0.0,567.75
461,0.0637540800000007,0.0077720139999999,0.0,542.43
462,0.0632591200000006,0.0077720139999999,0.0,543.04
463,0.0799341199999999,0.007919014,0.0,590.22
464,0.0803632700000003,0.0082700109999999,0.0,593.05
465,0.08206033,0.0077590049999999,0.0,602.63
466,0.0815443900000004,0.007991001,0.0,599.85
467,0.0821919400000004,0.0082830039999999,0.0,603.64
468,0.0799612999999999,0.0085950049999999,0.0,590.75
469,0.0843739500000007,0.0071510079999999,0.0,615.16
470,0.0840129800000007,0.0066530109999999,0.0,613.37
471,0.0838603899999999,0.0072350059999999,0.0,612.39
472,0.0805740300000002,0.0067670049999999,0.0,593.55
473,0.08028221,0.0073209999999999,0.0,592.05
474,0.0807933800000002,0.0072690099999999,0.0,595.08
475,0.0699663100000008,0.0072630049999999,0.0,545.28
476,0.0701842300000006,0.0077680049999999,0.0,545.67
477,0.0704603200000005,0.0072630049999999,0.0,546.33
478,0.0724329900000003,0.0072630049999999,0.0,551.78
479,0.0727009700000005,0.0067670049999999,0.0,552.58
480,0.0722093500000005,0.0067670049999999,0.0,550.97
481,0.0813012100000003,0.0085860049999999,0.0,598.86
482,0.0809202100000004,0.0089340059999999,0.0,596.93
483,0.0804572100000005,0.0087650119999999,0.0,593.98
484,0.0805101400000003,0.0093400029999999,0.0,594.84
485,0.0093550600000007,0.008964002,0.0,692.19
486,0.0098743400000005,0.0092530099999999,0.0,691.85
487,0.00987529,0.008743003,0.0,693.43
488,0.0535111400000003,0.0067680029999999,0.0,581.44
489,0.0627651199999999,0.007773012,0.0,543.76
490,0.0622711100000002,0.007773012,0.0,544.61
491,0.0624642300000007,0.008274004,0.0,544.08
492,0.0642480800000005,0.007771001,0.0,541.95
493,0.0647430400000006,0.007771001,0.0,541.59
494,0.0679931600000003,0.0072640029999999,0.0,542.3
495,0.0677809700000003,0.0067680029999999,0.0,542.03
496,0.0045690500000006,0.0090980089999999,0.0,727.36
497,0.0048880499999999,0.0090400129999999,0.0,727.41
