edge_name,edge_point_id,arc_length,arc_length_norm,X_m,Y_m,Temperature_C
Bottom,0,0.0,0.0,0.0,0.0020230119999999,754.0751
Bottom,1,0.0022573379388367816,0.00819672131147541,0.0016792033980565634,0.0013152006612183942,747.3446157436007
Bottom,2,0.004514675877673563,0.01639344262295082,0.0034399331941935437,0.0006304939619092137,759.7914509467357
Bottom,3,0.006772013816510345,0.024590163934426233,0.005330560090087874,0.0002660240780350094,749.4132487720386
Bottom,4,0.009029351755347127,0.03278688524590164,0.00726659830979189,0.0002304429693549642,739.4343533480903
Bottom,5,0.011286689694183907,0.040983606557377046,0.008985609206336653,0.0006329048231686484,746.541614933908
Bottom,6,0.01354402763302069,0.049180327868852465,0.010805199661539554,0.0014722589644577226,738.5613631789299
Bottom,7,0.015801365571857472,0.05737704918032788,0.012479553851515925,0.0022086346063687375,713.1063839760609
Bottom,8,0.018058703510694253,0.06557377049180328,0.014221407223988902,0.0028703367279326575,687.2942760072727
Bottom,9,0.020316041449531034,0.07377049180327869,0.016123620416989747,0.0033346101953332704,668.0070994629024
Bottom,10,0.022573379388367815,0.08196721311475409,0.01827713348808021,0.003476779294284859,652.0866547073952
Bottom,11,0.0248307173272046,0.09016393442622951,0.020588633867779815,0.0033564209375439497,639.3475951086252
Bottom,12,0.02708805526604138,0.09836065573770493,0.02279000301337839,0.003341244645901627,629.6770662408825
Bottom,13,0.02934539320487816,0.10655737704918034,0.024983040764888862,0.0033628225163934303,623.0729630404845
Bottom,14,0.031602731143714945,0.11475409836065575,0.02717607851639934,0.003384400386885234,619.439348227781
Bottom,15,0.03386006908255172,0.12295081967213115,0.02936911626790982,0.0034059782573770373,618.7793845908126
Bottom,16,0.036117407021388506,0.13114754098360656,0.031562154019420294,0.0034275561278688405,621.0887319152876
Bottom,17,0.03837474496022529,0.13934426229508198,0.0337583143100095,0.0034678180098503854,626.3559254150285
Bottom,18,0.04063208289906207,0.14754098360655737,0.03604401293396054,0.003626791288948332,634.6675954992122
Bottom,19,0.04288942083789885,0.1557377049180328,0.03824102972041139,0.003607052909026157,646.0237155179758
Bottom,20,0.04514675877673563,0.16393442622950818,0.040201461110103615,0.0032401016430303902,660.6672776453589
Bottom,21,0.047404096715572414,0.1721311475409836,0.042006642746099804,0.002650613205246746,684.024041915404
Bottom,22,0.0496614346544092,0.18032786885245902,0.04383721003594315,0.001863963545480395,729.9901914097138
Bottom,23,0.051918772593245975,0.18852459016393444,0.045849683094868206,0.0011803365235366187,751.9745807765161
Bottom,24,0.05417611053208276,0.19672131147540986,0.04763544215556077,0.0009152321887103331,756.4837525146055
Bottom,25,0.056433448470919544,0.20491803278688528,0.04878371687304718,0.000998839596629997,754.8802385563569
Bottom,26,0.05869078640975632,0.21311475409836067,0.049047079714445926,0.00161441160375078,754.9130794000395
Bottom,27,0.060948124348593105,0.2213114754098361,0.04866845224785769,0.0023848812219081535,757.3595624554163
Bottom,28,0.06320546228742989,0.2295081967213115,0.04788726113015952,0.003280345979534999,748.0578013211232
Bottom,29,0.06546280022626667,0.23770491803278693,0.04740909298118997,0.004099746223283516,690.1170365871167
Bottom,30,0.06772013816510344,0.2459016393442623,0.0476731032389629,0.0048613444236848295,643.9432596638793
Bottom,31,0.06997747610394023,0.2540983606557377,0.04897574083263549,0.005614974690283749,625.3923296547916
Bottom,32,0.07223481404277701,0.26229508196721313,0.05090905953469936,0.006325564000937332,602.2097482561123
Bottom,33,0.0744921519816138,0.27049180327868855,0.05305150412734679,0.006729937934411845,586.787027381206
Bottom,34,0.07674948992045058,0.27868852459016397,0.05510421063777115,0.006983212059845303,571.1762169246075
Bottom,35,0.07900682785928735,0.28688524590163933,0.05727400237222159,0.007083103205451129,559.8206522818288
Bottom,36,0.08126416579812414,0.29508196721311475,0.05943240788856143,0.00716024759078839,551.2720918929601
Bottom,37,0.08352150373696092,0.30327868852459017,0.06167934306459147,0.00709242416948033,545.3520463801917
Bottom,38,0.0857788416757977,0.3114754098360656,0.06387238914807489,0.007113490196870239,542.0424608236423
Bottom,39,0.08803617961463449,0.319672131147541,0.06606542674566494,0.007134916423206197,541.2660740190485
Bottom,40,0.09029351755347126,0.32786885245901637,0.06825846428405484,0.007156284324866832,543.0335344965272
Bottom,41,0.09255085549230804,0.3360655737704918,0.07045150180271136,0.007177632784969025,547.3661823600058
Bottom,42,0.09480819343114483,0.3442622950819672,0.07264453934110125,0.00719900068662966,554.2865178149071
Bottom,43,0.09706553136998161,0.3524590163934426,0.07483860017048596,0.007236187286188907,563.9081158464983
Bottom,44,0.0993228693088184,0.36065573770491804,0.07703679327149812,0.007293083662098223,576.1244068616207
Bottom,45,0.10158020724765518,0.36885245901639346,0.07922556778060197,0.007275228856946058,589.820977391351
Bottom,46,0.10383754518649195,0.3770491803278689,0.08140411407076359,0.007157513600313767,603.049859283374
Bottom,47,0.10609488312532873,0.3852459016393443,0.0835764272056257,0.006979058468824726,615.874718365293
Bottom,48,0.10835222106416552,0.3934426229508197,0.08574650216595084,0.006778902384556861,627.6346823959188
Bottom,49,0.1106095590030023,0.40163934426229514,0.08809708668507128,0.0064173315170182495,640.6458825800946
Bottom,50,0.11286689694183909,0.40983606557377056,0.09050150925332398,0.0063733837840731986,661.0374186519256
Bottom,51,0.11512423488067586,0.4180327868852459,0.0924955810711749,0.0066987777789437675,685.6950156172522
Bottom,52,0.11738157281951264,0.42622950819672134,0.0935926921229421,0.007144507568940728,713.270324081399
Bottom,53,0.11963891075834943,0.43442622950819676,0.09358604312206605,0.007818118328324748,705.4367962368578
Bottom,54,0.12189624869718621,0.4426229508196722,0.09290945008086497,0.008691785299550312,691.1865212662747
Bottom,55,0.124153586636023,0.4508196721311476,0.09212814455330147,0.009592135858624295,664.185239841904
Bottom,56,0.12641092457485978,0.459016393442623,0.0918890947556578,0.010242190544835127,631.7941810642697
Bottom,57,0.12866826251369656,0.46721311475409844,0.09266807589776105,0.010516186650488842,623.5132135723424
Bottom,58,0.13092560045253335,0.47540983606557385,0.09414901143969612,0.011153459480238343,622.6209031693511
Bottom,59,0.1331829383913701,0.48360655737704916,0.09609797125243252,0.01198159706225694,622.846964483529
Bottom,60,0.1354402763302069,0.4918032786885246,0.09799490677461611,0.012583903755201662,623.1196650512808
Bottom,61,0.13769761426904367,0.5,0.09943792729739642,0.012845608455529624,627.0997693087428
Bottom,62,0.13995495220788046,0.5081967213114754,0.10063471616525566,0.012913366017898484,636.4849422804821
Bottom,63,0.14221229014671724,0.5163934426229508,0.10190789189171194,0.012656355465141877,649.2880623698685
Bottom,64,0.14446962808555402,0.5245901639344263,0.10331389811871149,0.012275878377679367,651.2881797859754
Bottom,65,0.1467269660243908,0.5327868852459017,0.1048295741010607,0.01207017212488303,654.559458955009
Bottom,66,0.1489843039632276,0.5409836065573771,0.10635466219727194,0.012366876602758526,673.6496172309559
Bottom,67,0.15124164190206438,0.5491803278688525,0.10819738785932605,0.01301190235123819,649.1042382547336
Bottom,68,0.15349897984090116,0.5573770491803279,0.1102406047148799,0.013651060927673205,623.2578968290983
Bottom,69,0.15575631777973795,0.5655737704918034,0.11231518435488219,0.01395159998182053,605.9040509476171
Bottom,70,0.1580136557185747,0.5737704918032787,0.1144466145707125,0.014118222153374025,592.093698513798
Bottom,71,0.1602709936574115,0.5819672131147541,0.11671580998706818,0.014124713476111214,581.4702115955836
Bottom,72,0.16252833159624827,0.5901639344262295,0.11892529146372921,0.014109768290452634,573.9086612257463
Bottom,73,0.16478566953508506,0.5983606557377049,0.12109562575704189,0.01400380835543599,569.3226438285933
Bottom,74,0.16704300747392184,0.6065573770491803,0.12322324018450963,0.013668194855744924,567.7661891217889
Bottom,75,0.16930034541275862,0.6147540983606558,0.12532552421202267,0.013193943332775104,569.2338407156195
Bottom,76,0.1715576833515954,0.6229508196721312,0.1274201964281344,0.012678690267046011,573.3292627021385
Bottom,77,0.1738150212904322,0.6311475409836066,0.12952497542139818,0.012220072139077127,580.7828239851457
Bottom,78,0.17607235922926898,0.639344262295082,0.13168053347608102,0.011892771733674373,598.3967869710201
Bottom,79,0.17832969716810576,0.6475409836065574,0.13414447132818047,0.011730361287226744,623.1009515354693
Bottom,80,0.18058703510694252,0.6557377049180327,0.13646134802527823,0.011848430336981748,624.8072074983031
Bottom,81,0.1828443730457793,0.6639344262295082,0.13817118079237878,0.012203040320822733,624.1578935877167
Bottom,82,0.18510171098461609,0.6721311475409836,0.1389657397818325,0.012611276763727784,623.6459760354336
Bottom,83,0.18735904892345287,0.680327868852459,0.13858779158430554,0.012907023329675008,623.6037287549516
Bottom,84,0.18961638686228965,0.6885245901639344,0.13720829748785837,0.013441147101147046,622.9855271631345
Bottom,85,0.19187372480112644,0.6967213114754098,0.13552757001467175,0.014168881601969285,618.0229974593553
Bottom,86,0.19413106273996322,0.7049180327868853,0.13433083968927073,0.01489744741655731,593.0694838278428
Bottom,87,0.1963884006788,0.7131147540983607,0.13433119684965203,0.015506205315855025,562.6088946603307
Bottom,88,0.1986457386176368,0.7213114754098361,0.13539791786750988,0.016042495087076607,535.5061298954374
Bottom,89,0.20090307655647358,0.7295081967213115,0.13726051818803364,0.01657393830902233,519.7595271955182
Bottom,90,0.20316041449531036,0.7377049180327869,0.13958944955400732,0.01691554237066645,506.0972894387588
Bottom,91,0.20541775243414712,0.7459016393442622,0.14190233326540502,0.01696375334647292,494.48672026070625
Bottom,92,0.2076750903729839,0.7540983606557378,0.14405450766420058,0.01713008420106643,482.92405101080016
Bottom,93,0.20993242831182068,0.7622950819672132,0.14633679511651684,0.017176049456846292,471.50484126655476
Bottom,94,0.21218976625065747,0.7704918032786886,0.1484547532223025,0.017335235434199122,464.1063846227241
Bottom,95,0.21444710418949425,0.778688524590164,0.15030339123853623,0.017744282539967487,459.2747693231033
Bottom,96,0.21670444212833104,0.7868852459016394,0.15213060776162762,0.01840604873852588,456.93309783234145
Bottom,97,0.21896178006716782,0.7950819672131149,0.15367659887891055,0.019032009468286044,455.635989117366
Bottom,98,0.2212191180060046,0.8032786885245903,0.15508343338217773,0.019310152722675174,449.1614495312798
