grid_i,grid_j,X_m,Y_m,Temperature_C,filled_by_nearest
2,33,0.05390429295789999,0.006997428096718434,578.6932659916987,0
2,34,0.055994454601698655,0.00719163625182308,566.4836643886756,0
2,35,0.05815956573396124,0.007271857543395754,556.6004630460865,0
2,36,0.06033518647204955,0.007303541394386873,549.2119143393551,0
2,37,0.06255292104321213,0.007263555545446283,544.177187578887,0
2,38,0.06473408659162086,0.007283008706345209,541.6642275390157,0
2,39,0.06691499376615771,0.0073026737869019195,541.5071823582753,0
2,40,0.06909611965019492,0.007322825057948992,543.7220487479428,0
2,41,0.0712775740549096,0.007345862731724793,548.347749503735,0
2,42,0.07345923567508757,0.007378045395146848,555.3994221040629,0
2,43,0.07564089146038254,0.007429628206856141,564.9751969503352,0
2,44,0.07781925028655462,0.007481836538342971,577.0045549256358,0
2,45,0.07998120119710685,0.0074681065299189425,590.2915333656916,0
2,46,0.08211974632502603,0.0073840701870189224,602.788329651077,0
2,47,0.08422477809825177,0.007268608414883738,614.3276922721184,0
2,48,0.0862800922196249,0.007153049721257033,624.8691175030106,0
2,49,0.08825568635456435,0.007059590929368057,635.6675069863943,0
2,50,0.08986583618931501,0.007275804723400756,647.0861714551896,0
2,51,0.09087673108491032,0.007738665166225114,656.229233691169,0
2,52,0.09142312278678441,0.00831175277712986,663.058847021952,0
2,53,0.0916492763223385,0.008954954858228035,658.4349933657967,0
2,54,0.0917027217016111,0.009629870771592186,644.2499276285567,0
2,55,0.09182322356973874,0.010259411070622329,631.7069770140839,0
2,56,0.0923881782938027,0.010762799968215796,623.6020909355863,0
2,57,0.09361648962654927,0.011244749005508441,622.8161465475422,0
2,58,0.0952933371181547,0.011911104982535364,622.6487809086274,0
2,59,0.09715071560914279,0.012558698021032762,623.2936661670266,0
2,60,0.09882925889216833,0.012956436911729584,626.3765328283621,0
2,61,0.10019217684128796,0.013077419958306186,633.4242532325611,0
2,62,0.10146524288897142,0.012987204936542374,641.572434178564,0
2,63,0.102838004375204,0.01272504579615014,648.7047068299285,0
2,64,0.10432472180622687,0.012524280249431441,653.5969405728165,0
2,65,0.10590866726906892,0.012612498418578253,660.7475283164981,0
2,66,0.10762787034149406,0.013046595708050432,652.8600137357301,0
2,67,0.10957402614535999,0.013605770360725522,629.3015505291223,0
2,68,0.11164261453174726,0.014035740225784393,611.5664707744958,0
2,69,0.11376075817390799,0.014236900866571657,597.4526561820346,0
2,70,0.115945569915685,0.014316635843688022,585.8448835168853,0
2,71,0.11817319275492622,0.014298596751802414,577.0307394508591,0
2,72,0.12034688604143863,0.014221763822352402,571.2800563420419,0
2,73,0.1224719672946092,0.014020454646272124,568.2934669518675,0
2,74,0.12454125368784415,0.013669196733806564,568.0186970250629,0
2,75,0.1265452369141885,0.013265805362577461,569.9133867733527,0
2,76,0.12844499295530054,0.012912055787047644,573.5184974112591,0
2,77,0.1301359721591654,0.012708596559804228,578.690723372702,0
2,78,0.13140752394720687,0.01273860240899895,584.8489119707051,0
2,79,0.13215413084813216,0.012982964768447335,588.3149213322331,0
2,80,0.13275202017197307,0.013298886975095743,590.5118765488277,0
2,81,0.13322631105882127,0.013662085467909802,591.4602918204668,0
2,82,0.13356060820139407,0.014056071351591374,588.1118410700603,0
2,83,0.13376467942013837,0.01447086747451008,578.0397160362309,0
2,84,0.1338973420487066,0.014907901693865527,567.2122217654988,0
2,85,0.13408875328176828,0.01536876817766079,555.9290182721431,0
2,86,0.13459117184701894,0.015849463797933016,542.503083258469,0
2,87,0.13570939338621016,0.016327610985300448,528.1229533517621,0
2,88,0.13743661567939808,0.016763830473155036,516.769278825732,0
2,89,0.13956419973856665,0.01710752708451199,504.07489954545827,0
2,90,0.1418284509711337,0.01730993917495572,491.80170539956345,0
2,91,0.14403597225736378,0.017444373701459785,479.13553806833943,0
